ConversationID,Q,A,SecondBestAnswer,ThirdBestAnswer,FourthBestAnswer,FifthBestAnswer,SixthBestAnswer
6,Oh yeah. Yep. Sounds familiar. So alternative lifestyle in the sense of children only or also sexuality?,"Yeah. That as well. Yeah I mean I am bisexual but I don't go too loud about it. I am still afraid of being judged even though my letter from the LGBTQ is I feel the most privileged and easiest to hide, and to pretend that you're straight. But still at home people are quite judgmental.",Exactly.,,,,
6,OK. So you're worried about it back home. But not on campus I hope.,"Not on campus. No, not lately especially because most of the time I also have been in denial so I wasn't telling people cause I was thinking, ""am I just trying to be cool?"". Like am I for real or am I just trying to embrace everything weird that I can think about. But I found out later that I think it's a thing. Exactly I was.",,,,,
6,Yeah you're speaking to the treasurer of anchorage group. I've been Treasurer for a year. Yeah. OK. So. You mentioned a cherry tree. Cherry tree? Cherry tomatoes?,Yeah you're right! Cherry tree.,"Yeah. There's cherries at the end of May. Like right now probably, but I'm not there.",,,,
6,What other childhood memories do you cherish?,"So I think the snow cause we had a lot of snow during winter and we'd go down a hill with a sleigh. We have a lot of hills in Moldova. And also going caroling. Right now it's not a thing anymore because people, you know, people have internet and they see all these crazy things in the media and they think that the world has become more dangerous when actually the few cases that are messed up are just very publicized in the media and people think ""oh no, this happens all the time, I shouldn't let my kids go alone at night caroling at random houses"". But I remember that back in my childhood our community was like a very tight knit, like a village. Everyone knew each other and we'd go and it was so fun and so pure and innocent.",,,,,
6,"OK so caroling, Christmas.","Yes, Christmas as well. Yeah. I remember my parents lying about Santa and me being like ""Yo I'm not that dumb. I've been told. My kindergarten friend said...""",,,,,
6,Oh that's amazing. And what are your hobbies today? Or some of your favorite?,So I like rock climbing and I like biking. Basically all sports that don't involve going to the gym. And I like reading although I should be reading more. And I love singing. That's just so natural. I'm not saying I'm great. I just like it.,I love drawing sometimes but abstract basically that link. I loved volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.,"Sure! I love rock climbing and I love biking. I love reading, although I should do it more often. And basically I like all sports that don't involve going to the gym.",,,
6,"OK. Have you had a chance to sing in any events on campus? I feel like I might have seen you, but I'm not sure.","Sometimes. I sometimes sing at open mikes but not that often. Because I guess I'm such a perfectionist that I don't get things done sometimes. You know it's taking a toll, it's like ""oh but I'm not still ready yet to sing the song. So maybe next time cause I'm busy"". But. Sometimes. Sometimes I sing.",,,,,
6,And what kind of reading do you like to do?,"So I really like science fiction. But at the same time lately it almost feels like a waste of time, which is not true. But it makes me feel like I should be reading books that teach me about life. So books from economists about what's happening in the world or psychology books about understanding people more as opposed to just improving my vocabulary and my imagination with science fiction.",I read all the Divergent books. They're pretty cool. Ender's Game was pretty cool.,"My favorite book is probably ""Bargaining for advantage"" by... hum.. I'm bad with names so I won't remember that. But it is basically a book that talks about how to protect your interests when you talk to somebody while still leaving the other person happy. So basically getting what you want while actually satisfying the other person as well and building relationships.",,,
6,Do you have a particular favorite?,I read all the Divergent books. They're pretty cool. Ender's Game was pretty cool.,"My favorite book is probably ""Bargaining for advantage"" by... hum.. I'm bad with names so I won't remember that. But it is basically a book that talks about how to protect your interests when you talk to somebody while still leaving the other person happy. So basically getting what you want while actually satisfying the other person as well and building relationships.",,,,
6,What's that?,"So. I don't remember it very well. The plot is basically about space and how this little boy was basically in the academy in space and you know it's in the future basically. There are already multiple planets discovered with life and all that, and basically stuff goes wrong and this little guy goes and saves them. He's like very smart but not accepted by his peers. Kind of like that.",What do you mean?,,,,
6,OK. I think I would have loved to read that at one point in the phase in which I read Divergent series and Hunger Games. What did you graduate in?,Oh so I am a music major and economics minor.,I'm a music major and economics minor.,I study music and economics. I'm a music major economics minor and in music I do mostly composition and sound engineering.,So I majored in music but I minored in economics. I was gonna double major.,,
6,Oh OK. I would have expected maybe the other way around based on what you wanted to do in the future.,"Yes. My music was my passion all of my life and it felt like almost I owed to myself to study it. But also economics, so I was trying to double major. But I was behind on credits and something. But I feel like that I've taken so many classes that I am qualified.",So I'm actually not double majoring. I'm majoring in music and minoring in economics. I was going to double major. But I love both fields a lot and I couldn't decide between them. So I decided to study both.,,,,
6,OK. Yeah. Alright. Cool. And what kind of music do you like or do you perform anything or do you play a particular instrument?,So I like all types of music. I love electronic music and classical music and pop music. And I do like performing. But I'm more of a composer and sound engineer. And also I play piano and flute and a bit of cello and ukulele.,"I play the piano and a little bit of ukulele and cello and I've been playing flute for a year. I do sing but mostly in music I am... I consider myself a composer and a sound engineer as well so making both songs, lyrics and music, and making music for film.",I love all types of music. I feel like it depends on the piece. I love dubstep. I love electronic music. I also like ballads like the music that I write usually comes out very sad and romantic and like pop songs. So the music I write and the music I listen to are quite different.,,,
7,Hi. Nice to meet you.,Nice to meet you too!,Nice to meet you too.,Nice to meet you too,,,
7,So tell me more about yourself. What did you study?,"So my name is Margarita, I am from Moldova and I study music and economics.",I study music and economics. I'm a music major economics minor and in music I do mostly composition and sound engineering.,I study music and economics.,I study music and economics. So in music I study composition and technology and economics is just my minor.,,
7,Nice. Do you like music and economics?,Yes. That's why I'm studying it.,,,,,
7,Why do you like music and economics?,"So music was my passion for most of my life. And economics is just another thing that... I wanted to do something smart as well, not just artsy. And since I love maths I thought economics was the best thing. I'd never done economics before so I had no idea what it is.",,,,,
7,And did economics turn out to be the best thing?,It turned out to be a good thing. Maybe I wish I had taken computer science classes before. But it's OK. I graduated by the way so I don't regret any of my decisions.,Sure!,,,,
7,Congratulations!,Thank you.,Thank you!,Thanks,,,
7,So were you born and raised in Moldova?,Yes.,So I was born and raised in Moldova. I've been for a year as an exchange student in the US during my high school. But that's about it.,Yes. Yes exactly. Exactly.,,,
7,You've spent your entire life before coming to NYUAD there. So how was Moldova like?,"Moldova is very interesting. It's a post-Soviet country. It used to be part of Romania. It borders Romania and Ukraine only, it's landlocked. No mountains, just hills and rivers. But people are very nice, but it's the poorest country in Europe so they're kind of depressed. And sometimes they can be short tempered. Because the socio-economic situation is so harsh. So I always had the dream to get out and go somewhere else for my studies and my career.","In Moldova we have all types of weather. We have four seasons and it gets from minus 20 degrees Celsius to 40. So we have a huge range and we experience all seasons - Summer, Fall, Winter, Spring. So I miss that.","So Moldova used to be part of Romania and the Russia - Soviet Union. So the foods are combined from all over the place. We have some Romanian food. We have some Russian food. I feel like even some Turkish things were combined in there and so we eat a lot of soups and we eat a lot of grains like rice as well, but cooked and not bland white. And the western food is everywhere.",So Moldova has a great climate. We have four seasons. It's amazing because we speak two languages from the very get go. And we have really hot girls.,The thing is Moldova is the poorest country in Europe. So you could say that I am from a hardcore developing country and I lived most of my life there. So my grandma doesn't even have a toilet. You just go behind the house and I'm so comfortable with that. If I was ever to become rich and then lose everything I wouldn't be even close to depressed because I know what it's like to start from nothing. So I'm lucky you could say.,
7,Why did you choose NYUAD?,"My brother had a friend. And he studied here and when he graduated it was my time to choose a university and I talked to him and he told me that it's so wonderful and it's an American education, so it's in English and it's a full scholarship. And the weather's great and I learned that there are so many opportunities and it's safe. So it was a no brainer since I wanted to go abroad.","I feel like I've grown so much at NYUAD. I've also grown accustomed to meeting good quality people all the time. And I feel so privileged to have all the resources both on campus and to travel abroad and learn there. So I feel like I've grown so much, but I also feel really grateful because it feels like it's not my merit. I feel like I'm very blessed.",,,,
7,And did you regret it once you came to NYUAD?,"No I think it was the best decision I could do in my entire life. I didn't expect that I would think that, that I'd be so grateful. But, like, when I was coming here I knew it's good, but I wasn't sure, it was one of the options, I guess, in my mind. But definitely the opportunities that we get here and the quality of people is so high. And it's just a wonderful environment to study and grow.","No, definitely not. Of course we don't have that many people as the New York campus for example or any other campus. But the quality of people here is so high and I don't think it's that hard to meet new people. It depends on what you like as well and for some people it's suffocating to date someone here because you accidentally see that person all the time and you don't get your private space. But in terms of meeting new people, I think this university is really good because people are nice.",,,,
7,How many people are in your family?,"There's four people. There's my mom, my dad, my older brother, and me.","So my family consists of four people. It's my mom, my dad and my brother. My brother is five years older and he is a computer scientist and he's in Moldova right now.",,,,
7,How do you like to be the younger child?,"Well I love it because I kind of got more attention, because I love attention. But because I'm a girl I wasn't allowed to go out with as late and all that. But I was still lucky that my brother got to go abroad first so that I was allowed to go alone abroad as well. You know, especially to an Arab country, which my brother wasn't allowed to do. And then I grew up five years later and then I talked to his friends who graduated by then. And that's when I realized that all the preconceptions about the Middle East aren't entirely true. Especially about the UAE.",That's great. That's great.,,,,
7,How's it like to grow up as a woman in Moldova?,"Well at first sight it's normal and... people in Moldova would be very confused by this question. But now that I went abroad and I know what feminism is and all that I can see that there's not equal opportunities, although women now are expected to work as well because people are like ""oh equality, right? women should work"". There's not actually the same attitude about house chores and who takes care of the kids. So it's crazy although over time the responsibilities of men went down, the amount of them, like they don't have to hunt for food anymore right. They don't have to. They just go to the office now and it's good. But now women have doubled their responsibilities, cause they still have to make the food, they still have to clean the house. You still have to raise the kids. But also they now do what men do, and go to the office. So it's crazy. Yeah. So I feel like it's very similar in many, many places around the world. But of course it's more so in conservative countries.",,,,,
7,What's your least favorite part about NYUAD?,"My least favorite part about NYUAD is the fact that when we study abroad it's harder to maintain relationships. And you find that people keep studying abroad at different times. So you could not see your friend maybe for a whole year and a half because you keep studying in different places at different times. So it's very hard to maintain good relationship, but at the same time because there are not that many people at this university and it's such a tight knit community, that's kind of equalized by that, you know, like, there's a balance cause then you come back and then you see them all the time.",,,,,
7,Where would you like to live other than the places where you've already lived in?,"Wow that's an amazing question. So I guess I would definitely like to go to New Zealand and check it out. It's first of all so far away and people seem really open minded and nice there and especially with the news with the attacks, the way they've dealt with it is just beautiful. I'd love to be part of the community that's so caring and open minded and considerate about minorities as well. That sounds cool, but I'm not going to actively work towards it. You know it's really hard. It's not like a dream of mine. I'm just saying if I were to choose a place in which I haven't been, I'd go there.",My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,New York City is definitely my favorite place. Do you want me to tell you why?,,,
7,Do you have any dreams?,"Do I have any dreams? Sure. I feel my biggest dream is to make enough money so that I can give my parents anything they want so that they can travel more and bring them wherever I go. And then afterwards I do want to do something that's impactful on the world. Maybe do some philanthropy, open my own company, because otherwise I don't see meaning in life. I'm not saying everyone should do that. For some people the meaning of life is to find happiness. For me happiness will come from meaning, you know finding a purpose in life bla bla. I guess I was brainwashed by this university to actually do the things that I said on my application.","I feel like you during my younger years now until my 30s at least I want of city that's very alive and burning and hustling. But later on I'll prefer a countryside. By the way you're welcome to ask more personal questions if you want. Not only circumstantial, but also things that you would ask someone who you are already close with, you know? You can ask anything. Just remind so you know.",,,,
7,You said you wanted to open your own company. What kind of company would you want to open?,"So it would be either a music company, something to help out the music industry in Moldova, maybe a streaming service kind of like Spotify cause at home streaming really is not a thing. Piracy is a big issue. Or I would do anything else that's innovative. For example you know how right now there is an issue about the visibility of menstrual cups. And they're very healthy and very sustainable and just wonderful. So maybe something like that. You know, something that would be groundbreaking in the country.","I think the MBA would give me a chance to do anything I want in the future. Because I just specialized into a field, in music, and I've done some economics as well. So I feel like I have enough quantitative knowledge to jump into an MBA but also it will help me use my music knowledge into creating maybe a business or solidify the music industry of Moldova.",,,,
7,Tell me more about you as a child.,"Attention seeking child. Really loud, very energetic. Mean sometimes, but I didn't know that. I thought that was the best. I was the smartest one in my kindergarten but then I was given to a school of smart kids. Then I suddenly was average. So my ego normalized. My confidence dropped to normal levels. And yeah. I think I was cute and funny.",,,,,
7,Tell me about your brother as a child.,"Oh he was shy I think. I think he was the shy one. More study oriented. He was also very proper kid. He liked to follow rules and since he had me who was younger he felt very protective. So that was very cute but also he was not very affectionate when he was a kid. I was like ""oh give me a kiss give me a kiss"" and him being five years older he'd be like ""ew, no, go away"". But later on that changed with time. Now he's affectionate as well.",,,,,
7,Tell me more about your relationship with your mom.,"I love my mom. She is actually surprisingly a close friend to me. She's way more open minded than most of the moms that I know at this age and growing up in such a conservative country. And she's very empathetic and she's very very kind. So I kind of learned that from her as a second hand effect. She never preached it to me. So I really admire her and love her and I just want to find a way to pay her back somehow. But she also loves control and it's sometimes annoying, when she's like ""put on some makeup"" and I'm like ""No I'm beautiful this way"".","So lately I've been thinking that my mother specifically is so empathetic and that it's not normal for everyone to be so empathetic. I didn't know she's so special until I saw other moms. And she's a doctor as well. So I think she's indirectly taught me empathy. She never said ""oh, you must be empathetic"". She just showed it to me. And now I'm like that too so I really care. My dad has taught me generosity. Every time I would ask for something like ten dollars, he's gonna give me 15. I swear to God he always does that and he gets so much pleasure out of it. And I definitely want to be like that too because I'm a little bit think stingy with my money I guess because of my financial insecurity, like I want to be secure. But I want to be generous and kind. And my brother is very very ambitious and he's five years older and I'm taking after him.","Oh so my mom keeps telling me ""first get a career and then family"". She's like from my very childhood she kept saying that. She says she doesn't want me to depend on anyone. Lately I've been also kind of all these weird ideologies to my mom because I'm like sooner or later she has to find out but my alternative lifestyle of thinking ""maybe not having kids"" or ""maybe having kids"". Not saying that I'm not going to have kids. But I'm saying there's a possibility, mom. My self-worth is not equal, is not determined by whether I have kids. And she's kind of getting used to this idea. But she's really hoping that it's a phase and it will go away.",,,
7,Like all moms.,Yeah!,Exactly.,Yes. Yes exactly. Exactly.,,,
7,Tell me more about your relationship with your dad.,"Yeah. My dad is also a cute person. He keeps offering to make me tea all the time. And he always gives me more than I ask. Like if I ask for ten dollars he's gonna give me 15. This is just so nice, always. He just gets positive energy from that. But sometimes we have different views on life and we don't agree, but we just we don't push it on each other. That's the lovely thing. We don't push each other's ideas on each other.",,,,,
7,What's his view on life and what's your view on life?,"He's very conservative. He's also religious. And I'm none of that. And yeah he was upset that I would go out like at 11:00 p.m. now as an adult at a university to have tea with a friend, he'd be like ""it's 11:00. Where do you think you're going?"" I was like ""excuse you, I was studying in a foreign country for four years by myself and I did whatever I want and now I have to come at 11?"" And so kind of like that. But I know it's because he loves me.","So I'm agnostic I think. I was brought up Christian Orthodox like most people in my country. And I find religions beautiful because I see that power for them to unite people. But I sometimes know it's also dangerous because of people misusing it. So many of my closest friends are very religious and the community they build through it and the values they get from it is amazing. But sometimes when it's used as a political weapon, that kind of scares me and it disappoints me.",,,,
7,Do you have any pets?,I have a dog at home and I have cats. I'm not that close cause I'm not home all the time. My parents are close to the pets. But I'd love to have a cat in the future. I'm a cat person.,,,,,
7,Would you like to have a baby in the future?,"That's surprisingly frequent question that comes up. Perhaps, because I have very strong maternal instincts and I love taking care of someone. And I care a lot. But at the same time there's the overpopulation issue, the sustainability issue, you know. So I'm kind of 50/50. In the future we'll wait and see. Even adoption is an option in my mind. But of course it's nice to have at least one kid that you created in your life, hmm I'm kinda curious what's gonna happen. What's it going to look like? It's going to act like?",I could have a family in the future because I have very strong maternal instincts. I love babies and I love giving love and care to other people. So I'd be a great mom. At the same time I care about sustainability issues and the issues of overpopulation so I need to be sure that first of all I am intelligent enough to teach them how to be sustainable and all that but also make the decision of whether I want to adopt or. Just all these things you know. Like I don't know I see literally myself both having kids and not having kids in the future.,,,,
7,What's your favorite place in Abu Dhabi?,My favorite place in Abu Dhabi? I think this campus.,,,,,
7,Other than this campus?,"I like walking along the waterside next to Marina Mall. I think that's a very beautiful place to walk around at night. I like, eating wise, I love going to Chinese HotPot.",,,,,
7,If there was one social issue you could change in this world what would it be.,"There's so many, there's so many. The one that's most important to meI think it would be the environmental change for us because I feel like the clock is ticking. The other things aren't more fair, like I don't know, sexism, racism, they're not any less urgent. But they're not finite, whereas the planet is finite and I feel like we need to act now.",I really love the environment and I really try to live sustainably. Doesn't always work because of the products that are available. Sometimes you can't help it if you need a product that's wrapped in plastic. And you have no choice. But I really love the environment. I just got a tattoo of a tree on my my back as well. A pine tree. I just feel like the Earth is so beautiful that we have to take care of it. And that's another reason why I'm not rushing with having a family. Because I feel like climate change would impact so much the lives of our children that I want to be mindful whether I want to bring another child into this world. If the world's not seeming like it's going to a good direction.,,,,
8,"I guess I'll start with ""where are you from""? Where did you grow up?",Speak up by the way. So I am from Moldova. I was born and raised there and my only deviation was going to the US for an exchange year in my high school.,So I'm originally from Moldova which is an Eastern European country. It's between Romania and Ukraine and I've lived most of my life there.,I am from Moldova. It's a small country in Eastern Europe between Romania and Ukraine.,"I'm from Moldova, a small country in Eastern Europe.",,
8,Where in the US did you go?,I went to Wisconsin.,My favorite place ever is New York. I just see myself there in the future but I never actually think of myself as finding one place and living there all my life. I feel like I would never be able to live more than 10 years in the same place though.,Wisconsin.,,,
8,That's crazy. Why Wisconsin?,Because it was a random place that they gave me. That was part of the program that you don't get to choose.,"There was a program that gave you a state randomly, so you couldn't choose.",,,,
8,OK. And did you enjoy Wisconsin? How was that experience compared to coming here as part of this American institution?,"So because I went to a quiet little town in there it was not as international as here and their opinions weren't as open-minded. There was a certain way of life, but it was really fun because I did make some very good friends.",,,,,
8,"Moldova is quite like an unknown country. In my opinion I really never met anyone from Moldova until I came here. It's like, do you get that a lot?","Yes definitely. Every time I say I'm from Moldova you can see the confused the glance on people's face like, ""oh I heard about it. I don't know if I can pinpoint it on the map"". That's what people say. And then I tell them that it's between Ukraine and Romania.",Yes.,Yes. Yes exactly. Exactly.,,,
8,So the little I know about Moldova now is that like half or some of the population speaks Romanian and the other half speaks Russian. So do you speak both languages?,"I do I do. So most people actually speak both. But you're right. Half of it has primarily one language and half the other. Even we have some regions in Moldova that speak primarily Ukrainian or Bulgarian, because people migrated at some point.","I speak Romanian, Russian, French, Spanish and English.","So I speak Romanian, Russian, French, English, and Spanish.",I speak five languages. So my first language is Romanian and Russian. And then I learned French and English at school and recently I learned Spanish.,,
8,"So I think I was another conversation I had with Dan about that there's a country within Moldova, that he's from somewhere near the river.","So it's kind of like a region that's trying to be autonomous but it's not recognized. It's called Transnistria. It's divided from Moldova by a river, Dniestr or Nistru. And it's basically a very Russian speaking, concentrated place, and getting a lot of resources I think from Russia still. So they're enjoying that and they also I feel like they would feel ostracized in other parts of Moldova because it's still expected for you to speak Romanian even if broken Romanian, but since Russian and Romanian are so different it's quite difficult and out of your comfort zone to just try to speak it.",,,,,
8,OK so you've just graduated. That's exciting.,I'm so excited to graduate.,Yes.,Thank you!,,,
8,Let me think of a question.,"That's okay! Just just be louder, whatever you say.",Sure!,No Worries. Take your time.,,,
8,So I mean you had your entire four years so I guess I'll ask you first where you studied away and stuff.,Yeah. So I studied away in New York and Buenos Aires and I did a j-term in Paris and Shanghai.,For my study aways I've been to Buenos Aires and New York.,Buenos Aires and New York.,Yeah I studied abroad in Buenos Aires and in New York and I had j-term in Paris and Shanghai.,I studied abroad in New York and Buenos Aires and I've done a j-term in Paris and Shanghai.,
8,So did you do a home stay in Buenos Aires or did you stay in the dorms?,There were no dorms back in my days. In sophomore year I had to stay with a family. So it was an old lady who only spoke Spanish by the way. No English so that was great. As you notice I like to talk a lot and I had to learn Spanish to talk to her.,,,,,
8,"So do you think you're like comfortable speaking Spanish now, after it's been a while being there?","Well after it's been a while I'm not as fluent, but I definitely can hold a conversation or just go for it. Like of course it's way easier to recognize words than produce sentences, but I could. If I go there for a month I'll be back on track.","Definitely. Definetely. Afterwards I had the summer internship in New York and I was working at a music venue and we had our own cooks. And they were from Honduras and Guatemala. Their English was a bit broken and I was so excited to speak to them in Spanish and they were also so excited to see me try even though my Spanish was broken, but I was quite confident and having fun. So we became close and they were sneaking in avocados for me when nobody was looking.",,,,
8,"You guys are crazy with languages. I mean I try to pick up languages but it just doesn't happen for me. I feel like, yeah I guess the two Moldovans I know they speak like what, five languages each? Is that a thing you grew up doing or?",I guess because we from the get go speak like two or three languages cause Romanian and Russian is a given but they make us learn English or French as well at school. It's three from the get go. So you kind of get used to what it is like to learn another language.,So Moldova is a tiny country landlocked between Romania and Ukraine and it used to be part of Romania as well as part of the Soviet Union later. So now we speak two languages - Romanian and Russian.,,,,
8,So what languages do you speak?,"So I speak Romanian, Russian, French, English, and Spanish.","I speak Romanian, Russian, French, Spanish and English.",,,,
8,How good is your French?,"Well I went to francophone school so I studied all my education in French, but I have a strong accent and I'm losing my vocabulary.",Mmh my school... I went to a francophone school which means that everything was taught in French. That was an experiment that started the year I had to go to school. My parents decided to try it out. So we had to be tested to know if we really will be able to handle it. And so many of the students as well were going through the stage or they were questioning religion as well. And that kind of affected me too. But I was always a rebel.,,,,
8,So how come you picked Buenos Aires over going to Paris to practice French?,"Because I feel like I've had so much of French, most of my life, you know, and it's just Buenos Aires is also so far away and so foreign and I wanted to go to a place very far and also I knew that Spanish is even closer to Romanian than French. So I knew that I have a good chance to learn it. So I started learning it by myself a bit, before coming there. And then once I arrived there I picked it up in a semester.",Mmh my school... I went to a francophone school which means that everything was taught in French. That was an experiment that started the year I had to go to school. My parents decided to try it out. So we had to be tested to know if we really will be able to handle it. And so many of the students as well were going through the stage or they were questioning religion as well. And that kind of affected me too. But I was always a rebel.,,,,
8,What was your favorite part of Buenos Aires? I went to visit it in spring break so I really enjoyed the scene so I wanna know what you thought of it.,"I really love the nightlife. People are really fun. And they're very kind of open and very LGBTQ friendly as well. So open minded about that. But I didn't like the schedule like. They eat so late at night and they go to bars, like a party can just start at 2 a.m. I think that's too late, unnecessarily late.",I was studying abroad in Buenos Aires on my third semester and Spanish is quite close to the Romanian roots. It's a Latin language. So I picked it up while living with people who don't speak English at all. And I improved with Duolingo and my classes. So I learned it that semester.,"I loved Buenos Aires because I learned Spanish in the semester, but it was close to Romanian so again. But in New York, I loved the city so much that I really want to go back.",,,
8,"I didn't really, because they were so late, I didn't really get to do much of that. Well yeah the bars were empty at 10:00 o'clock which is insane.",Yeah 10 o'clock is not the time for bars.,Yes.,,,,
8,"I guess what, what do you like to do when you go out? Like are you a bar person are you club person?","I love clubs so I definitely love pre-drinking at home with my friends. Then go there drunk right away. I love clubbing because I love dancing and usually clubs have like a little bar place too. So I don't see why you would go just to a bar cause the music is so loud, it's so hard to speak.",,,,,
8,I guess like I love clubbing too. But like I guess I would go to the bar first to make friends. I'm a very social person. So like my perfect night out would be to go to the bar with a friend meet like two to three people and then going clubbing with them. Because what I've noticed I don't enjoy clubbing with my friends because like there's no point in going out if you're going to stand in your friends circle.,So you go alone usually.,,,,,
8,What would you do for fun here?,"I don't really go clubbing here. I would go to Dubai sometimes and club with my other graduate friends that graduated last year, so I have friends in Dubai now! But otherwise I can just go to a party on campus or you know just go hang out with my friends without drinking or with my boyfriend.","I like walking along the waterside next to Marina Mall. I think that's a very beautiful place to walk around at night. I like, eating wise, I love going to Chinese HotPot.",So I like rock climbing and I like biking. Basically all sports that don't involve going to the gym. And I like reading although I should be reading more. And I love singing. That's just so natural. I'm not saying I'm great. I just like it.,I love drawing sometimes but abstract basically that link. I loved volleyball and biking a lot and I am very interested in negotiation as a science and the aspects of communication.,"Sure! I love rock climbing and I love biking. I love reading, although I should do it more often. And basically I like all sports that don't involve going to the gym.","I don't really go clubbing here. I would go to Dubai sometimes and club with my other graduate friends that graduated last year, so I have friends in Dubai now! But otherwise I can just go to a party on campus or you know just go hang out with my friends without drinking or with my boyfriend."
8,So do you think campus is too small of a place to try and meet new people?,"No, definitely not. Of course we don't have that many people as the New York campus for example or any other campus. But the quality of people here is so high and I don't think it's that hard to meet new people. It depends on what you like as well and for some people it's suffocating to date someone here because you accidentally see that person all the time and you don't get your private space. But in terms of meeting new people, I think this university is really good because people are nice.",On campus I feel like relationships are very sped up and they become serious way quicker because you're around all the time and you accidentally almost spend way more time with a person than you should. And then people even move in with each other at the beginning. But to be honest I don't think it's a bad thing. I feel like it's just speeding up the learning process. You learn way faster. Who is not right for you.,,,,
8,"But in terms of like you're talking about like you know if you date someone and you break up with them they're there all the time. So I do like Marhaba stuff a lot and freshman orientation. Obviously there's like that formal orientation they get. But it's more like the informal orientation that really helps them, if someone is trying to make an informal guide, do you think stuff like this belongs in that informal guide? Like stuff like just be aware that, you know, if you're getting involved romantically or physically that it doesn't go the way you wanted to it is awkward afterwards.","Well I think maybe not stated like that, maybe people should say that it is a tight knit community so information spreads fast. I don't know if you should write that in there cause people find that out very quickly anyway. Even though it's an informal guide, making it into a guide is pretty freaking formal. So people would freak out and be like ""is it so bad that it had to be mentioned in writing?"". I would be freaking out if it was like that. Like it's bad, but it's not so bad, you know. I feel like people need to learn also to do their own mistakes, because it's like that everywhere you go. Dating can go wrong anywhere you go. Gossiping can go wrong anywhere. So it's a thing of being mature and learning that here it's slightly more.",,,,,
8,I respect that. You were an RA during... How long have you been an RA.,"So I've been an RA for this past year, senior year, and I'm a summer RA right now too, for two months.",Yes I'm a Resident Assistant. Even this year and in summer as well.,,,,
8,So your... what was your floor design?,My floor design... So I live in A5C 5th floor. It's lemurs.,,,,,
8,"OK. I saw that, yeah. How come? Why lemurs?","So we had like half a year to think about anything. And then I had so many things. I was thinking maybe BoJack Horseman or something cute like a museum installation. But then the day before the deadline, I was like ""lemurs"". No reason. Like I have nothing with lemurs, I have no past or no predilection towards lemurs, I just thought ""You know what, something random, lemurs!"" And then I just found thirty five lemurs on google. I hand picked them, the most hilarious and ugly ones. And that's how my floor theme came to life.",,,,,
8,"So how is your experience being like a senior RA? So I was thinking to myself like, you know, having senior girls living on your floor being an R.A. to them, like were these your friends before? How did that relationship change?","So I don't feel like my relationship changed to anyone. I feel it would be more complicated if I was younger than everyone else, right? Since I am at least their age or older it was quite easy to navigate that. And. I don't have to preach or be authoritative. I think my personality is like I'm telling you the rules. If something happens it's your fault. And I'm not going to be angry if you don't follow the rules. It's not my job to be angry or bring my emotions into it. But it's your job to take in the consequences if they happen. So with that attitude everyone's happy. Because you know I'm chill and I don't get in people's business and I felt a lot of respect from my residents and I respected them as well.","I love being an RA! In junior year I thought I really really wanted to be an RA and I was really really hung on this idea. When I applied I was thinking about it so much and then I got it and it was exactly what I expected it to be. It's a lot of responsibility, but also a lot of love that comes with it because when you're there for your residents and you're supportive that kind of bounces back and gets back to you. And I just love being part of the community and being able to improve it directly.",,,,
8,That's good. Did you always want to be an RA? And did you wait till senior year to do it?,"Freshman year you can't be RA, sophomore and junior year I was studying away. But in Junior year I had this urge that I need to be in a RA in senior year, I just needed to be. And I know the pay is good as well. And I knew it's the type of job that I would be really good at, cause I love people I love love love love people. And I wanted to feel like I'm making an impact and I actually wasn't that excited about the single room. I'd love to be in a single room in an apartment with my friends. That's so much more fun.",,,,,
8,"That's what I asked, I wanted to be an RA. But this is like the only reason was I wanted to live with my friends in senior year and like, you know, be part of like a room and do all that, so I went to ask and the answer was no because RAs need that space in case anyone else needs that space to have a private conversation. Do you think the role of RA here would be so completely different from London and New York?","In New York it's very very competitive. So because there are so many benefits in New York that could actually make a significant contribution to how much you pay for university, it's very competitive. People are cut-throat in those applications and I feel like they also take it way more seriously during the year. It's not like we RAs in NYUAD don't take it seriously. We just know when we're supposed to take it seriously. Like we know how to manage between being strict and being fun. But in New York a lot of resident assistants I feel like they just go crazy strict because they're afraid of losing their job because it's so important to them so they have a harder time navigating between the two.",,,,,
9,When you go to a pizza shop do you put pineapple on your pizza or not?,"No, I just ask for whatever pizza I want in that moment.",I am neutral to pineapple on my pizza.,,,,
9,But do you like pineapple on your pizza. Yes or no.,I am neutral to pineapple on my pizza.,,,,,
9,It's a yes or no question. I'd like to know whether you like pineapple on your pizza.,"Yes. You can ask me anything you can ask me about my family. You can ask me about my passions, you can ask me about my friends. Literally, don't complicate it.",Yes.,,,,
9,Where was the last place you went out?,I think I went with my parents to Emirates Palace to have tea with them. My parents just came through for my graduation.,,,,,
9,Did you go to the Louvre with your parents?,"My parents did have time to go to the Louvre, but I didn't join because I had some work.",,,,,
9,What are you busy with these days?,I am quite busy. I am working on the PPTP program with Nizar and Alberto and that's why I'm here right now.,So right now I'm doing a PPTP which is a program for people who have just graduated. I graduated three days ago. That's crazy. And so this is basically a transition into the real world because I'm doing research with a professor right now.,,,,
9,So do you think you'll go to the Louvre now that you're not busy?,I've been to the Louvre before. I've actually been with the university. Right when it opened.,,,,,
