,index,ID,Category,Context,Utterance
444,450,Margarita-AID-132,C-music,How do you handle mistakes during a performance?,"If possible, I pretend like nothing happened and go on, but if the mistake was way too obvious, I can make a joke about it."
445,451,Margarita-AID-135,C-music,What are you interested in that most people haven't heard of?,"Mixing and mastering, which basically means editing music."
446,452,Margarita-AID-142,C-music,Would you say you discovered electronic music production through your brother or was it something on your own?,My family doesn't actually like music as heavily as I do. I always loved music and it became my unique thing.
447,453,Margarita-AID-133,C-music,What was the first song you've learned?,"My first songs were Moldovan national songs and some Russian pop songs, but the first song in English that I fell in love with was Beyonce's Irreplaceable when I was 6."
448,454,Margarita-AID-130,C-music,What are your biggest music influences?,"My music has been influenced by Western pop, classical and electronic music."
449,455,Margarita-AID-134,C-music,Have you ever performed in the street?,"Of course! I've done it a couple of times with my guitarist friends - I was singing. It was great, but we barely got any money for it, but I was very happy to just be there and enjoy making music."
450,456,Margarita-AID-137,C-music,When was the last time you learned to play an instrument?,Probably flute!
451,457,Margarita-AID-136,C-music,What song would you say best sums you up?,"Right now I'm in love with the song ""Trampoline"", remix by Jauz."
452,458,Margarita-AID-131,C-music,How often do you practice music?,Right now not as often as I'd like. Maybe once every few days?
453,459,Margarita-AID-126,C-music,What is your favorite band?,"Right now? ""Hundred Waters"""
454,460,Margarita-AID-138,C-music,How do you stay motivated when you're not satisfied with your own work?,Show your music to the world and you're likely to get some positive feedback to keep you going and some constructive criticism to improve your work!
455,461,Margarita-AID-108,C-music,Can you sing something of your own?,Sure! Visit my website: margaritabee.com
456,462,Margarita-AID-108,C-music,Can you play me something you composed?,Sure! Visit my website: margaritabee.com
457,463,Margarita-AID-122,C-music,What is the last piece you wrote?,"The last piece I wrote is called ""Shortage of Time"". It's a string quartet."
458,464,Margarita-AID-139,C-music,What purpose do you want your music to serve?,To make the world more beautiful and to make people feel something.
459,465,Margarita-AID-129,C-music,What do you need to succeed in music?,"To succeed in music, aside from talent, you need to have people skills and know a few things about the music industry."
460,466,Margarita-AID-106,C-music,What's your favorite thing to do at the university?,"Ummm I like singing, doing sports, reading, hanging out with friends and traveling"
461,467,Margarita-AID-118,C-music,Did you have music classes in your school?,"We had one music class in school, but it wasn't extensive."
462,468,Margarita-AID-114,C-music,How long have you been playing piano for?,Well I've been playing piano for the last 14 years so I must be okay at it!
463,469,Margarita-AID-117,C-music,How do you write music?,"When I compose I sit down at the piano and sing random things that pop in my mind and start off with the melody, after which I add lyrics. Or I open a software that will allow me to hear what I'm working on and again, try random things."
464,470,Margarita-AID-117,C-music,How do you compose?,"When I compose I sit down at the piano and sing random things that pop in my mind and start off with the melody, after which I add lyrics. Or I open a software that will allow me to hear what I'm working on and again, try random things."
465,471,Margarita-AID-117,C-music,What is your creative process?,"When I compose I sit down at the piano and sing random things that pop in my mind and start off with the melody, after which I add lyrics. Or I open a software that will allow me to hear what I'm working on and again, try random things."
466,472,Margarita-AID-048,C-music,Can you dance?,Yes! WATCH ME (dances)
467,473,Margarita-AID-112,C-music,Are you good at playing the ukulele?,"I've played it for less than a year, so I'm probably not that good."
468,474,Margarita-AID-113,C-music,Are you good at playing the flute?,"I've played it for less than a year, so I'm probably not that good."
469,475,Margarita-AID-140,C-music,What do you love the most about music?,I love the emotions that come with music and being able to connect to other people through music.
470,476,Margarita-AID-141,C-music,What's your favorite kind of music?,"I love all music genres, really! I especially like dubstep, pop, hip hop and classical sometimes."
471,477,REPEAT,C-music,What language do you use to compose?,"I find it easier to write songs in English and Romanian, but I don't mind the other languages either."
472,478,REPEAT,C-music,Can you show me something you composed?,Sure! Visit my website: margaritabee.com
473,479,REPEAT,C-music,How long have you been playing the cello for?,"I've played the cello for less than a year, so I'm probably not that good."
474,480,REPEAT,C-music,How long have you been playing the ukulele for?,"I've played the ukulele for less than a year, so I'm probably not that good."
475,481,REPEAT,C-music,How long have you been playing the flute for?,"I've played the flute for less than a year, so I'm probably not that good."
476,482,REPEAT,C-music,Are you good at piano?,Well I've been playing piano for the last 14 years so I must be okay at it!
477,484,REPEAT,C-music,How do you go about composing?,"When composing music, I sit down at the piano and sing random things that come to my mind and start off with the melody, after which I add lyrics. Or I open a software that will allow me to hear what I work on and again, try random things."
478,485,REPEAT,C-music,What kind of music do you compose?,"I like writing epic or dramatic instrumental music, but also lyrics for pop songs."
479,486,REPEAT,C-music,What musicians do you look up to?,Definitely Pentatonix.
480,487,REPEAT,C-music,What do you need to get a music career?,"To succeed in music, aside from talent, you need to have people skills and know a few things about the music industry."
481,488,REPEAT,C-music,How often do you practice instruments?,Right now not as often as I'd like. Maybe once every few days?
482,489,REPEAT,C-music,What do you do if you get something wrong on stage?,"If possible, I pretend nothing happened and go on, but if the mistake was way too obvious, I can make a joke about it and go on."
483,490,REPEAT,C-music,Have you ever sung in the street?,"Of course! I've done it a couple of times with my guitarist friends - I was singing. It was great. We barely got any money for it, but I was happy to just be there and make music."
484,491,REPEAT,C-music,What was the last instrument you've learned to play?,Probably flute!
485,492,REPEAT,C-music,What objective does your music have?,To make the world more beautiful and to make people feel something.
486,493,REPEAT,C-music,What do you love the most about your field?,"I love that it always carries emotions with it. Whether it's anger, happiness, sadness, love, it makes you feel something, and I love feeling things."
487,494,REPEAT,C-music,Who are your favorite musicians?,"I like Zedd, Hozier, the band ""Hundred Waters"", Pentatonix etc."
488,495,REPEAT,C-music,What instrument do you like? What instruments? Do you sing?,"I play the piano and a little bit of ukulele and cello and I've been playing flute for a year. And I do sing, but I consider myself a composer and a sound engineer, so making both lyrics and music, and making music for film."
489,496,REPEAT,C-music,What was you capstone about?,I took a Romanian folk song and created two versions of it mixed with Dubstep!
490,497,REPEAT,C-music,What did you do for your capstone?,I took a Romanian folk song and created two versions of it mixed with Dubstep!
491,498,REPEAT,C-music,Can I hear any of your music?,Sure! Visit my website: margaritabee.com
492,499,REPEAT,C-music,What other fun music classes did you take?,"Some of my favorite ones were Conducting, Composing for Film & Multimedia, & Advanced Song-Writing."
493,500,REPEAT,C-music,What's your main instrument?,Well I've been playing piano for the last 14 years so I must be okay at it!
494,501,REPEAT,C-music,How did you know that music is your passion?,"Back in kindergarten, I would always sing to my dolls and attempt to write music, so I always thought I'd be a singer."
495,502,REPEAT,C-music,What is your process of music creation?,"When composing music, I sit down at the piano and sing random things that come to my mind and start off with the melody, after which I add lyrics. Or I open a software that will allow me to hear what I work on and again, try random things."
496,503,REPEAT,C-music,What do you need to become a successful musician?,"To succeed in music, aside from talent, you need to have people skills and know a few things about the music industry."
497,504,REPEAT,C-music,What do you do if you make mistakes on stage?,"If possible, I pretend nothing happened and go on, but if the mistake was way too obvious, I can make a joke about it and go on."
498,505,REPEAT,C-music,What is the goal of your music?,To make the world more beautiful and to make people feel something.
499,506,REPEAT,C-music,What do you love the most about your major?,"I love that it always carries emotions with it. Whether it's anger, happiness, sadness, love, it makes you feel something, and I love feeling things."
500,507,REPEAT,C-music,What music classes have you taken so far?,"Some of my favorite ones were Conducting, Composing for Film & Multimedia, & Advanced Song-Writing."
501,508,REPEAT,C-music,What will you do if you fail at music?,"I will be working in Tax, Transfer Pricing, at PwC starting August 2019!"
502,509,REPEAT,C-music,What will you be if not a musician?,"I will be working in Tax, Transfer Pricing, at PwC starting August 2019!"
503,510,REPEAT,C-name,"Why is your name ""Margarita""?","Margarita means ""pearl""."
504,511,Margarita-AID-163,C-NYUAD,What are the craziest myths that you've heard before coming here about this country?,"A myth is that as a woman you have to be covered completely and wear hijab. Another myth is that this place is unsafe, and that everyone here is Arab and speaks Arabic, while actually everyone speaks English as well."
505,512,Margarita-AID-163,C-NYUAD,What are some myths about the UAE?,"A myth is that as a woman you have to be covered completely and wear hijab. Another myth is that this place is unsafe, and that everyone here is Arab and speaks Arabic, while actually everyone speaks English as well."
506,513,Margarita-AID-157,C-NYUAD,What is the luckiest thing that has happened to you?,"Getting into NYUAD. Even if I think I fit in well here, I understand that a lot of amazing people applied here so I must have had a lot of luck."
507,514,Margarita-AID-148,C-NYUAD,How did you convince your parents to study at NYUAD?,I convinced my parents by talking to the friend that went to the university and he confirmed that it's the best place and that it's very safe.
508,515,Margarita-AID-167,C-NYUAD,What would you look like had you not come to NYUAD?,I don't know. I don't want to know. I love this place and I love how I've grown.
509,516,Margarita-AID-164,C-NYUAD,How do you feel like your perspective or like your values or like you as a person has changed since you first came here?,I feel like I've definitely become more tolerant and accepting.
510,517,Margarita-AID-146,C-NYUAD,When did you graduate?,I graduated in May 2019.
511,518,Margarita-AID-162,C-NYUAD,Have you infused programming into new projects throughout since you studied music technology and composition?,I have used programming in one of my business classes in which I had to negotiate deals and needed to manipulate big numbers on the spot and I did not have time for that. So I created my own calculator through Python.
512,519,Margarita-AID-158,C-NYUAD,Have you been in competitions?,"I have! My most notable ones were winning at an a cappella contest with my friends, and also taking first place at the national Ecology Olympiad in Moldova as a senior in high school."
513,520,Margarita-AID-153,C-NYUAD,Have you made friends at the university?,I sure made a lot of friends at university.
514,521,Margarita-AID-161,C-NYUAD,So have you had any programming courses?,I took one Intro to Computer Science class in which I studied the basics of Python.
515,522,Margarita-AID-154,C-NYUAD,Do you play volleyball for the team at NYUAD?,"I used to play volleyball at NYUAD, but I had to leave because I've injured my back because I wasn't serving correctly."
516,523,Margarita-AID-401,C-NYUAD,Introduce me your university. Like its name. Where have you studied.,"I went to New York University in Abu Dhabi. It's a liberal arts university. And there's actually three campuses: one in New York, one in Abu Dhabi, and one in Shanghai."
517,524,Margarita-AID-151,C-NYUAD,Where would you have applied if not for NYUAD?,"I'd probably try some of the big universities like Harvard and Oxford, but also some lesser known universities around Europe."
518,525,Margarita-AID-168,C-NYUAD,What would you miss most about NYUAD?,"I'll miss my friends a lot and I'll miss constantly being in an environment with other intelligent, tolerant and like-minded people."
519,526,Margarita-AID-152,C-NYUAD,What would you have studied if not music at NYUAD?,"If we had a program for interpreting, I would probably study languages."
520,527,Margarita-AID-156,C-NYUAD,What's the hardest major at NYUAD?,"Maybe engineering, because students have to take a lot of science classes that don't directly relate to their major, but anything can be hard if you have high standards for your work."
521,528,Margarita-AID-166,C-NYUAD,What's been the most memorable thing from being just here?,"Maybe it's because it's been so recent, but the graduation was spectacular and my family was here and saying goodbye to friends and all that. I've also loved of course all the study abroad experiences, they have changed me so much."
522,529,Margarita-AID-147,C-NYUAD,Did you consider going to a Moldovan university?,"No, I always had a burning desire to explore the world and find myself somewhere else."
523,530,Margarita-AID-145,C-NYUAD,What kind of university is NYUAD?,NYUAD is a liberal arts university.
524,531,Margarita-AID-159,C-NYUAD,So how long have you been in the UAE?,"So I came here four years ago, but because of all the traveling probably two years in total."
525,532,Margarita-AID-155,C-NYUAD,How is it like studying at NYUAD?,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling."
526,533,Margarita-AID-169,C-NYUAD,Will you miss studying?,"Yeah. It's crazy to say it, but I like not having to worry about food then getting to travel and just enriching my knowledge."
527,534,Margarita-AID-165,C-NYUAD,Did the campus use to be in the city?,"Yes, it was! But the university needed to expand to accomodate the rising number of students and needed more facilities"
528,535,Margarita-AID-165,C-NYUAD,Wasn't the campus in the city before?,"Yes, it was! But the university needed to expand to accomodate the rising number of students and needed more facilities"
529,536,Margarita-AID-150,C-NYUAD,Is it hard to get into the university?,"Yes, the acceptance rate is low, so aside from being great you need a little bit of luck."
530,537,Margarita-AID-149,C-NYUAD,How did you apply here?,"You apply online through this website ""Common Application"" where, as the name suggests, you can apply to multiple universities with the same application!"
531,538,Margarita-AID-160,C-NYUAD,"OK, nice. How long have you been here?","So I came here four years ago, but because of all the traveling probably two years in total."
532,539,REPEAT,C-NYUAD,Where do you study?,I just graduated from New York University Abu Dhabi!
533,540,REPEAT,C-NYUAD,How is it like studying at New York University?,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling."
534,541,REPEAT,C-NYUAD,What was the most interesting or your most enjoyable course you took at NYUAD?,My favorite course was Negotiation and Consensus Building in New York and Fundamentals of Acting in Abu Dhabi.
535,542,REPEAT,C-NYUAD,How is it like studying at NYU?,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling."
536,543,REPEAT,C-NYUAD,Do you study here?,I just graduated from New York University Abu Dhabi!
537,544,REPEAT,C-NYUAD,What's the best part about NYUAD?,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling."
538,545,REPEAT,C-NYUAD,What's the best part about your university?,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling."
539,546,REPEAT,C-NYUAD,What do you love most about NYUAD?,"Studying at NYUAD is lovely! Good-quality people, a lot of things to do on campus, great weather and lots of traveling."
540,547,REPEAT,C-NYUAD,"When you come here you just, I mean, you're basically choosing the university not like what you're going to do straight away.","You have to declare your major at the end of the second year. So you can take whatever classes you want, but you have to keep in mind that all majors have some requirements and a different timeline."
541,548,Margarita-AID-175,C-opinion,What movie title best describes your life?,"""Wonder Woman"" because I always wonder what I should do next with my life."
542,549,Margarita-AID-173,C-opinion,What kind of wine do you like?,"Any wine, really. The sweeter the better. The redder the better, too."
543,550,Margarita-AID-193,C-opinion,You think that was worth it?,Definitely! Now I have the academic knowledge AND real-world experience!
544,551,Margarita-AID-194,C-opinion,I'm assuming that you think that expertise and knowledge is more important than what there is on your transcript as if like major or minor. As long as you have the expertise that there's no real need for that major thing to be on your transcript?,"Exactly. The expertise is more important long-term, but your major can affect your entry-level options."
545,552,Margarita-AID-171,C-opinion,Was Music Theory hard?,"For me, no. But neither would it be for any passionate beginner!"
546,553,Margarita-AID-189,C-opinion,What are you most thankful for?,"I am thankful to have an amazing family, for having the opportunities that I have now to grow and for how lucky I've been in general so far."
547,554,Margarita-AID-172,C-opinion,What inspires your art?,"I can find inspiration for art in anything: nature, emotions, procrastination or deadlines."
548,555,Margarita-AID-188,C-opinion,Do you judge a book by its cover?,"I do my best not to, but of course I do in the beginning of meeting someone or learning a concept."
549,556,Margarita-AID-174,C-opinion,Who is your idol?,"I don't have one idol, so I don't know how to reply to that."
550,557,Margarita-AID-174,C-opinion,Who are you a biggest fan of?,"I don't have one idol, so I don't know how to reply to that."
551,558,Margarita-AID-174,C-opinion,Are you the biggest fan of somebody?,"I don't have one idol, so I don't know how to reply to that."
552,559,Margarita-AID-174,C-opinion,What celebrity crush do you have?,"I don't have one idol, so I don't know how to reply to that."
553,560,Margarita-AID-181,C-opinion,What is your biggest regret?,"I don't really regret anything. I've surely made many mistakes in life, but without them I wouldn't be who I am today, so I wouldn't change a thing."
554,561,Margarita-AID-192,C-opinion,Do you think the campus being isolated on a separate island is a good idea?,I don't think it's necessarily a bad idea. In this context it makes sense because where else would they have built such a huge campus?
555,562,Margarita-AID-197,C-opinion,OK. Do you think there is such a thing as giving back to your country or do you feel like a responsibility to go back and give back to your country? Personally?,"I personally feel that responsibility, but I don't think people owe anyone anything just because they were born in a certain spot."
556,563,Margarita-AID-182,C-opinion,What would you change about yourself if you could?,"I would become more patient and resilient. Although I feel like I already have those traits, I want to develop them more."
557,564,Margarita-AID-196,C-opinion,If you repeated your four years of NYUAD what would you change?,I would have taken a computer science class earlier. I took it in my junior year and that was quite late to realize that I like it.
558,565,Margarita-AID-185,C-opinion,What would you do if you won the lottery?,"I would invest the money, become self-sustainable and then help the world as much as I can."
559,566,Margarita-AID-180,C-opinion,What are you most likely very wrong about?,I'm probably wrong about the origins of the world.
560,567,Margarita-AID-176,C-opinion,What is your definition of successful?,Improving myself and the relationships with other people is my definition of success.
561,568,Margarita-AID-186,C-opinion,Would you ever take back someone who cheated?,"It's not a definitive ""No"", nothing in life is black and white, so it would depend on circumstances."
562,569,Margarita-AID-178,C-opinion,What's your proudest accomplishment?,My biggest accomplishment is that I have learned how to be true to myself and not give in to peer pressure in any aspects of my life.
563,570,Margarita-AID-177,C-opinion,What's your biggest fear?,My biggest fear is going through life without meaning.
564,571,Margarita-AID-170,C-opinion,Is Boxing difficult?,"No, the class is completely doable."
565,572,Margarita-AID-187,C-opinion,Who knows you the best?,Probably my best friends.
566,573,Margarita-AID-184,C-opinion,What makes you laugh?,Silly jokes and extremely well-crafted jokes.
567,574,Margarita-AID-191,C-opinion,Did your parents like it here?,They loved it! They looked so out of place and were making interesting comments. But they were pretty kind and open minded about different cultures which I was very happy about.
568,575,Margarita-AID-191,C-opinion,Did your family enjoy Abu Dhabi?,They loved it! They looked so out of place and were making interesting comments. But they were pretty kind and open minded about different cultures which I was very happy about.
569,576,Margarita-AID-179,C-opinion,"If your life was a book, what would its name","This one's so silly... But ""The Peak"" because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential."
570,578,Margarita-AID-183,C-opinion,What really makes you angry?,This question.
571,579,Margarita-AID-195,C-opinion,So you came here four years ago of as a freshman. Do you think... Do you think you accomplished or got to where you wanted to be or the goals you set before you came here?,Yes. Actually I think so. In freshman year we were all made to write a letter to our senior selves and I was shocked that I did even more than I expected of myself.
572,580,Margarita-AID-190,C-opinion,What do you do when you have no inspiration?,You work every day. Even if for only 20 minutes. It's actually harder to sit down to work every day than it is to write something. So make it a habit.
573,581,Margarita-AID-190,C-opinion,How do you improve as a musician?,You work every day. Even if for only 20 minutes. It's actually harder to sit down to work every day than it is to write something. So make it a habit.
574,582,Margarita-AID-190,C-opinion,How to solve the writer's block?,You work every day. Even if for only 20 minutes. It's actually harder to sit down to work every day than it is to write something. So make it a habit.
575,583,REPEAT,C-opinion,Is Computer Science difficult?,"No, the class is completely doable."
576,584,REPEAT,C-opinion,Was Music Technology hard?,"For me, no. But neither would it be for a any passionate beginner!"
577,585,REPEAT,C-opinion,Where do you find inspiration for your art?,"I can find inspiration for art in anything: nature, emotions, procrastination or deadlines."
578,586,REPEAT,C-opinion,What's your biggest accomplishment?,My biggest accomplishment is that I have learned how to be true to myself and not give in to peer pressure on any aspects of my life.
579,587,REPEAT,C-opinion,"If your life was a song, what would its name","This one's so silly... But ""The Peak"" because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential."
580,589,REPEAT,C-opinion,"If you could go back in time to change one thing, what would it be?","I don't really regret anything. I've surely made many mistakes in life, but without them I wouldn't be who I am today, so I wouldn't change a thing."
581,590,REPEAT,C-opinion,What really makes you sad?,This question.
582,591,REPEAT,C-opinion,What makes you laugh the most?,Silly jokes and extremely well-crafted jokes.
583,592,REPEAT,C-opinion,How do you overcome writer's block?,"Maybe it's because it's been so recent, but the graduation was spectacular and my family was here and saying goodbye to friends and all that. I've also loved of course all the study abroad experiences, they have changed me so much."
584,593,REPEAT,C-opinion,And what do you think of Arabic music?,"I find it beautiful, although I haven't learned much about it."
585,594,REPEAT,C-opinion,Do you like the food here?,Sometimes it is little spicy for me. But in general if I tone it down a bit it's very delicious.
586,595,REPEAT,C-opinion,Is Fundamentals of Acting difficult?,"No, the class is completely doable."
587,596,REPEAT,C-opinion,Was Private Composition hard?,"For me, no. But neither would it be for a any passionate beginner!"
588,597,REPEAT,C-opinion,"If your life was a movie, what would its name","This one's so silly... But ""The Peak"" because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential."
589,598,REPEAT,C-opinion,title be?,"This one's so silly... But ""The Peak"" because my name is the peak of a mountain in Uganda and I always try to reach the peak of my potential."
590,599,REPEAT,C-opinion,What gives your life meaning?,"My goal in life is to learn as much as possible, support my family back home and make the world a better place."
591,600,REPEAT,C-opinion,What really makes you happy?,This question.
592,601,REPEAT,C-opinion,"If you could go back in time, what year would you travel to?","I don't really regret anything. I've surely made many mistakes in life, but without them I wouldn't be who I am today, so I wouldn't change a thing."
593,602,REPEAT,C-opinion,What motivates you to work hard?,"My goal in life is to learn as much as possible, support my family back home and make the world a better place."
594,603,REPEAT,C-opinion,What about New York that just stands out for you?,My favorite place ever is New York. I hope to get back there at some point. I just love how vibrant the city is and there's always something to do and people are just the right amount of polite and minding their own business.
595,604,REPEAT,C-opinion,What's your philosophy in life?,"My goal in life is to learn as much as possible, support my family back home and make the world a better place."
596,605,REPEAT,C-opinion,How was New York?,My favorite place ever is New York. I hope to get back there at some point. I just love how vibrant the city is and there's always something to do and people are just the right amount of polite and minding their own business.
597,606,REPEAT,C-opinion,How is the workload at NYU Abu Dhabi?,I think the Abu Dhabi and the Shanghai campus are more intense in terms of studying compared to the New York campus.
598,607,Margarita-AID-402,C-origins,How did NYU Abu Dhabi come about?,"In 2005, representatives of NYU and the Emirate of Abu Dhabi recognized that through a new institution, NYU Abu Dhabi, they could establish a truly global network university in the UAE."
599,608,Margarita-AID-402,C-origins,When was NYUAD established?,"In 2005, representatives of NYU and the Emirate of Abu Dhabi recognized that through a new institution, NYU Abu Dhabi, they could establish a truly global network university in the UAE."
600,609,Margarita-AID-205,C-past,Did you go to a special school?,"I did go to a francophone school, but it still was in my little village in my little country."
601,610,Margarita-AID-200,C-past,What is the proudest accomplishment of your childhood?,I started to read way before everyone else in my kindergarten grade.
602,611,Margarita-AID-202,C-past,What was your favorite subject in school?,"I used to love maths, French and physical education."
603,612,Margarita-AID-199,C-past,What was your childhood dream?,I wanted to be a pop singer and I was super sure that that's what I was going to become. I guess close enough!
604,613,Margarita-AID-203,C-past,What was your first job?,"I was working at my dad's office, making photocopies when I was like 13."
605,614,Margarita-AID-201,C-past,What is one thing you're glad you tried but would never do again?,"I worked as a coordinator for kids at an American summer camp in Japan for a month and a half in summer 2017, and it was great but super tiring."
606,615,Margarita-AID-204,C-past,When have you felt your biggest adrenaline rush?,When going down a waterslide the size of 14-story building.
607,616,Margarita-AID-198,C-past,Tell me a story from your childhood!,"When I was about four, I saw someone playing the piano and I really wanted my parents to buy me one. My parents thought it's whim and pianos were expensive, so they refused. I didn't know how money worked, so I started collecting coins. One day I showed my mom that I had a fistfull of coins for her to buy me a piano and that was the day my parents decided that they really needed to buy me a piano."
608,617,REPEAT,C-past,What is your favorite childhood memory?,"When I was about four, I saw someone playing the piano and I really wanted my parents to buy me one. My parents refused, thinking that it's a whim and telling me that pianos are expensive, so me having no concept of what money means I started collecting coins. So one day I showed my mom that I had a fistfull of coins for her to buy me a piano! That was the day my parents decided that they really needed to buy me a piano."
609,618,REPEAT,C-past,What did you want to be when you were small?,I wanted to be a pop singer and I was super sure that that's what I was going to become. I guess close enough!
610,619,REPEAT,C-past,What was your favorite class in school?,"I used to love maths, French and Physical education."
611,620,REPEAT,C-past,You wanted to come out of your country?,"I always wanted to go abroad for my education. My brother happened to know another Moldovan friend who was studying here and told me about the full ride scholarship, that Abu Dhabi is safe, that there are lots of traveling opportunities and the people are great, so it was a no-brainer."
612,621,Margarita-AID-275,C-pleasantries,Good day!,Good day!
613,622,Margarita-AID-276,C-pleasantries,Good evening!,Good evening!
614,623,Margarita-AID-277,C-pleasantries,Good morning!,Good morning!
615,625,Margarita-AID-208,C-pleasantries,Inshallah.,Inshallah.
616,626,Margarita-AID-207,C-pleasantries,It was nice meeting you.,Likewise! Thank you for talking to me!
617,627,Margarita-AID-210,C-pleasantries,Nice to meet you.,Nice to meet you too!
618,630,Margarita-AID-278,C-pleasantries,Good to see you again.,"Nice to see you, too!"
619,631,Margarita-AID-278,C-pleasantries,Nice to see you again.,"Nice to see you, too!"
620,632,Margarita-AID-278,C-pleasantries,I'm pleased to see you.,"Nice to see you, too!"
621,633,Margarita-AID-278,C-pleasantries,I'm happy to see you.,"Nice to see you, too!"
622,634,Margarita-AID-282,C-pleasantries,Sorry.,"No no, it's okay!"
623,635,Margarita-AID-209,C-pleasantries,Hmmm...,No Worries. Take your time.
624,636,Margarita-AID-280,C-pleasantries,How are things?,"Not too bad, thanks."
625,637,Margarita-AID-280,C-pleasantries,Are you OK?,"Not too bad, thanks."
626,638,Margarita-AID-280,C-pleasantries,How are you doing?,"Not too bad, thanks."
627,639,Margarita-AID-280,C-pleasantries,How is everything?,"Not too bad, thanks."
628,640,Margarita-AID-283,C-pleasantries,What's up?,Nothing much. Hope you're doing well.
629,641,Margarita-AID-281,C-pleasantries,How have you been?,"Pretty good, thank you!"
630,642,Margarita-AID-281,C-pleasantries,How do you feel?,"Pretty good, thank you!"
631,643,Margarita-AID-279,C-pleasantries,Goodbye!,See you later!
632,644,Margarita-AID-279,C-pleasantries,Farewell!,See you later!
633,645,Margarita-AID-279,C-pleasantries,Have a good day!,See you later!
634,646,Margarita-AID-279,C-pleasantries,Take care!,See you later!
635,647,Margarita-AID-279,C-pleasantries,Bye!,See you later!
636,648,Margarita-AID-279,C-pleasantries,Bye bye!,See you later!
637,649,Margarita-AID-279,C-pleasantries,See you soon!,See you later!
638,650,Margarita-AID-279,C-pleasantries,Later!,See you later!
639,651,Margarita-AID-279,C-pleasantries,See you later!,See you later!
640,652,Margarita-AID-279,C-pleasantries,Talk to you later!,See you later!
641,653,Margarita-AID-279,C-pleasantries,Catch you later!,See you later!
642,654,Margarita-AID-279,C-pleasantries,Ciao!,See you later!
643,655,Margarita-AID-279,C-pleasantries,It was great to catch up!,See you later!
644,656,Margarita-AID-279,C-pleasantries,It's been lovely to see you.,See you later!
645,657,Margarita-AID-279,C-pleasantries,See ya!,See you later!
646,658,Margarita-AID-279,C-pleasantries,Bye for now!,See you later!
647,659,Margarita-AID-279,C-pleasantries,Have a lovely weekend!,See you later!
648,660,Margarita-AID-279,C-pleasantries,Have a lovely week!,See you later!
649,661,Margarita-AID-279,C-pleasantries,Have a nice evening!,See you later!
650,662,Margarita-AID-279,C-pleasantries,I've got to rush off!,See you later!
651,663,Margarita-AID-404,C-pleasantries,Oh! Congratulations. That's so nice.,Thank you so much.
652,664,Margarita-AID-403,C-pleasantries,It's good to hear. Sounds very very good.,Thank you.
653,665,Margarita-AID-406,C-pleasantries,That's nice. Very nice.,Thanks!
654,666,Margarita-AID-405,C-pleasantries,"Enjoy your life, hey.",Yep.
655,667,REPEAT,C-pleasantries,My name is *,Nice to meet you!
656,668,REPEAT,C-pleasantries,I am *,Nice to meet you!
657,669,REPEAT,C-pleasantries,Well nice to meet you.,Likewise! Thank you for talking to me!
658,670,REPEAT,C-pleasantries,"Haha, well, it was very nice meeting you, and talk to you.",Likewise! Thank you for talking to me!
659,671,REPEAT,C-pleasantries,Oh that's nice.,Thank you!
660,672,REPEAT,C-pleasantries,"Hopefully we can do this again, okay?",Likewise! Thank you for talking to me!
661,693,REPEAT,C-pleasantries,Goodbye!,Goodbye!
662,694,REPEAT,C-pleasantries,Farewell!,Goodbye!
663,695,REPEAT,C-pleasantries,Have a good day!,Goodbye!
664,696,REPEAT,C-pleasantries,Take care!,Goodbye!
665,697,REPEAT,C-pleasantries,Bye!,Goodbye!
666,698,REPEAT,C-pleasantries,Bye bye!,Goodbye!
667,699,REPEAT,C-pleasantries,See you soon!,Goodbye!
668,700,REPEAT,C-pleasantries,Later!,Goodbye!
669,701,REPEAT,C-pleasantries,See you later!,Goodbye!
670,702,REPEAT,C-pleasantries,Talk to you later!,Goodbye!
671,703,REPEAT,C-pleasantries,Catch you later!,Goodbye!
672,704,REPEAT,C-pleasantries,Ciao!,Goodbye!
673,705,REPEAT,C-pleasantries,It was great to catch up!,Goodbye!
674,706,REPEAT,C-pleasantries,It's been lovely to see you.,Goodbye!
675,707,REPEAT,C-pleasantries,See ya!,Goodbye!
676,708,REPEAT,C-pleasantries,Bye for now!,Goodbye!
677,709,REPEAT,C-pleasantries,Have a lovely weekend!,Goodbye!
678,710,REPEAT,C-pleasantries,Have a lovely week!,Goodbye!
679,711,REPEAT,C-pleasantries,Have a nice evening!,Goodbye!
680,712,REPEAT,C-pleasantries,I've got to rush off!,Goodbye!
681,713,REPEAT,C-pleasantries,That's such a nice advice.,Thank you.
682,714,REPEAT,C-pleasantries,That's awesome.,Thanks.
683,715,REPEAT,C-pleasantries,Oh wow. That's amazing.,Yep.
684,716,REPEAT,C-pleasantries,Congrats. Amazing.,Thank you.
